tool	project	commit	time
RefDiff	grails-core	480537e0f8aaf50a7648bf445b33230aa32a9b44	216
RefDiff	pig	7a1659c12d76b510809dea1dea1f5100bcf4cd60	134
RefDiff	WordPress-Android	ab298886b59f4ad0235cd6d5764854189eb59eb6	219
RefDiff	WordPress-Android	f8d5cf01f123a1d0a65857aa2db0571fe9cd1911	109
RefDiff	infinispan	ce4f6292d6350a2c6b82d995352fdf6d07042c9c	2547
RefDiff	sonarqube	0eaa5217883cfeca688aad1d462192c194741827	283
RefDiff	neo4j	b83e6a535cbca21d5ea764b0c49bfca8a9ff9db4	641
RefDiff	blueflood	c76e6e1f27a6697b3b88ad4ed710441b801afb3b	154
RefDiff	antlr4	a9ca2efae56815dc464189b055ffe9da23766f7f	213
RefDiff	k-9	23c49d834d3859fc76a604da32d1789d2e863303	560
RefDiff	processing	8707194f003444a9fb8e00bffa2893ef0c2492c6	132
RefDiff	baasbox	d949fe9079a82ee31aa91244aa67baaf56b7e28f	212
RefDiff	fabric8	07807aed847e1d0589c094461544e54a2677cbf5	314
RefDiff	eureka	5103ace802b2819438318dd53b5b07512aae0d25	636
RefDiff	closure-compiler	5a853a60f93e09c446d458673bc7a2f6bb26742c	156
RefDiff	alluxio	ed966510ccf8441115614e2258aea61df0ea55f5	140
RefDiff	camel	5e08a9e8e93a2f117b5fbec9c6d54500d8e99a4d	156
RefDiff	spring-framework	ece12f9d370108549fffac105e4bcb7faeaaf124	536
RefDiff	eucalyptus	5a38d0bca0e48853c3f7c00a0f098bada64797df	957
RefDiff	jetty.project	13b63c194b010201c439932ece2f1bc628ebf287	266
RefDiff	WordPress-Android	4bfe164cc8b4556b98df18098b162e0a84038b32	286
RefDiff	infinispan	03573a655bcbb77f7a76d8e22d851cc22796b4f8	266
RefDiff	rstudio	4983f83d1bedb7b737fc56d409c1c06b04e34e4e	156
RefDiff	voltdb	a896b8bf8f7067e41291eb7771deed76b3621fa0	219
RefDiff	tomcat	40f00732b9652350ac11830367fd32db67987fc7	187
RefDiff	liferay-plugins	7c7ecf4cffda166938efd0ae34830e2979c25c73	109
RefDiff	android_frameworks_base	5d1a70a4d32ac4c96a32535c68c69b20288d8968	1757
RefDiff	open-keychain	de50b3becb31c367f867382ff9cd898ba1628350	270
RefDiff	querydsl	09b9d989658ef5bf9333c081c92b57a7611ad207	259
RefDiff	Osmand	c45b9e6615181b7d8f4d7b5b1cc141169081c02c	108
RefDiff	java-algorithms-implementation	f2385a56e6aa040ea4ff18a23ce5b63a4eeacf29	141
RefDiff	java-algorithms-implementation	4ffcb5a65e6d24c58ef75a5cd7692e875619548d	278
RefDiff	Lealone	7a2e0ae5f6172cbe34f9bc4a5cde666314ff75dd	94
RefDiff	TinkersConstruct	71820e573134be3fad3935035249cd77c4412f4e	163
RefDiff	assertj-core	b36ab386559d04db114db8edd87c8d4cbf850c12	293
RefDiff	k-9	9d44f0e06232661259681d64002dd53c7c43099d	558
RefDiff	buck	7e104c3ed4b80ec8e9b72356396f879d1067cc40	176
RefDiff	mockito	2d036ecf1d7170b4ec7346579a1ef8904109530a	129
RefDiff	HikariCP	1571049ec04b1e7e6f082ed5ec071584e7200c12	229
RefDiff	HikariCP	cd8c4d578a609bdd6395d3a8c49bfd19ed700dea	92
RefDiff	processing	acf67c8cb58d13827e14bbeeec11a66f9277015f	1606
RefDiff	ratpack	da6167af3bdbf7663af6c20fb603aba27dd5e174	78
RefDiff	drools	c8e09e2056c54ead97bce4386a25b222154223b1	782
RefDiff	gradle	f841d8dda2bf461f595755f85c3eba786783702d	141
RefDiff	MPS	797fb7fc1415ac0ebe9a8262677dfa4462ed6cb4	282
RefDiff	languagetool	bec15926deb49d2b3f7b979d4cfc819947a434ec	497
RefDiff	spring-framework	dd4bc630c3de70204081ab196945d6b55ab03beb	140
RefDiff	OpenTripPlanner	e32f161fc023d1ee153c49df312ae10b06941465	304
RefDiff	hive	e2dd54ab180b577b08cf6b0e69310ac81fc99fd3	298
RefDiff	redisson	186357ac6c2da1a5a12c0287a08408ac5ec6683b	242
RefDiff	core	8ea46f48063c38473c12ca7c114106ca910b6e74	141
RefDiff	drill	ffae1691c0cd526ed1095fbabbc0855d016790d7	303
RefDiff	seyren	5fb36a321af7df470d4c845cb18da8f85be31c38	222
RefDiff	languagetool	01cddc5afb590b4d36cb784637a8ea8aa31d3561	156
RefDiff	spring-framework	31a5434ea433bdec2283797bf9415c02bb2f41c1	645
RefDiff	morphia	70a25d4afdc435e9cad4460b2a20b7aabdd21e35	243
RefDiff	WordPress-Android	3b95d10985776fb7b710089ff71074fd2bf860ee	106
RefDiff	graylog2-server	72acc2126611f0bff9b672de18b9b2f8dacdc03a	422
RefDiff	spring-boot	becced5f0b7bac8200df7a5706b568687b517b90	141
RefDiff	android_frameworks_base	f166866cd68efa963534c5bc7fc9ca38e4aa2838	234
RefDiff	intellij-community	6540dde58190f642e59ca10516f84eb85f855373	402
RefDiff	presto	b7f4914d81a7a618acf2eba52af1093fc23cfba9	553
RefDiff	neo4j	77fab3caea4495798a248035f0e928f745c7c2db	639
RefDiff	neo4j	001de307492df8f84ad15f6aaa0bd1e748d4ce27	4280
RefDiff	neo4j	74d2cc420e5590ba3bc0ffcc15b30b76a9cbef0b	378
RefDiff	go-lang-idea-plugin	0b93231025f51c7ec62fd8588985c5dc807854e4	142
RefDiff	mongo-java-driver	8c5a20d786e66ee4c4b0d743f0f80bf681c419be	342
RefDiff	cassandra	9a3fa887cfa03c082f249d1d4003d87c14ba5d24	1430
RefDiff	crate	5373a852a7e45715e0a6771b7cd56592994c07dd	2104
RefDiff	spring-framework	e083683f4fe9206609201bb39a60bbd8ee0c8a0f	516
RefDiff	morphia	5db323b99f7064af8780f2c35f245461cf55cc8e	344
RefDiff	openhab1-addons	a9b1e5d67421ed98b49ae25c3bbd6e27a0ab1590	338
RefDiff	hazelcast	4d05a3b1168441216dcaea8282c39338285182af	828
RefDiff	wildfly	37d842bfed9779e662321a5ee43c36b058386843	140
RefDiff	zuul	b25d3f32ed2e2da86f5c746098686445c2e2a314	175
RefDiff	MapDB	32dd05fc13b53873bf18c589622b55d12e3883c7	800
RefDiff	go-lang-idea-plugin	3d5e343df6a39ce3b41624b90974d83e9899541e	262
RefDiff	go-lang-idea-plugin	b8929ccb4057c74ac64679216487a4abcd3ae1c3	161
RefDiff	drill	8815eb7d947be6d2a0281c15a3a60d8ba040db95	2068
RefDiff	drill	711992f22ae6d6dfc43bdb4c01bf8f921d175b38	125
RefDiff	spring-integration	ec5230abc7500734d7b78a176c291378e100a927	1090
RefDiff	springfox	e70b04810eb1e73f60e3d8b3980b8271ce473565	235
RefDiff	infinispan	4184c577f4bbc57f3ac13639557cfd99cdaca3e7	158
RefDiff	hive	5f78f9ef1e6c798849d34cc66721e6c1d9709b6f	328
RefDiff	hive	abe6cd5d4614eb2ae3a78d85196f4d786d5886bd	197
RefDiff	structr	6c59050b8b03adf6d8043f3fb7add0496f447edf	112
RefDiff	Signal-Android	99528dcc3b4a82b5e52a87d3e7aed5c6479028c7	487
RefDiff	java-algorithms-implementation	ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9	367
RefDiff	blueflood	fce2d1f07c14bbac286e16ec666fd4bf26abd43d	4946
RefDiff	buck	84b7b3974ae8171a4de2f804eb94fcd1d6cd6647	124
RefDiff	buck	d49765899cb9df6781fff9773ffc244b5167351c	187
RefDiff	buck	cfea606b129dbfc5703eb279d4803185afc99c58	303
RefDiff	bitcoinj	1d96e1ad1dca6e2151603e10515bb04f0c2730fc	232
RefDiff	bitcoinj	a6601066ddc72ef8e71c46c5a51e1252ea0a1af5	1049
RefDiff	bitcoinj	2fd96c777164dd812e8b5a4294b162889601df1d	358
RefDiff	jersey	fab1516773d50bf86d9cc37e2f6db13496f0ecae	597
RefDiff	giraph	add1d4f07c925b8a9044cb3aa5bb4abdeaf49fc7	164
RefDiff	cassandra	f797bfa4da53315b49f8d97b784047f33ba1bf5f	2999
RefDiff	spring-data-neo4j	071588a418dbc743e0f7dbfe218cd8a6c0f97421	1539
RefDiff	mockito	7f20e63a7252f33c888085134d16ee8bf45f183f	1153
RefDiff	drill	3f0d9221d3f96c20db10e868cc33c2e972318ba6	134
RefDiff	drill	00aa01fb90f3210d1e3027d7f759fb1085b814bd	881
RefDiff	aws-sdk-java	4baf0a4de8d03022df48d696d210cc8b3117d38a	15852
RefDiff	gwt	22fb2c9c6974bd1fe0f6ff684f52e6cfbed1a387	1037
RefDiff	libgdx	2bd1557bc293cb8c2348374771aad832befbe26f	109
RefDiff	sonarqube	0d9fcaa4415ee996e423a97cfe0d965586ca59a5	94
RefDiff	neo4j	d3533c1a0716ca114d294b3ea183504c9725698f	1486
RefDiff	buck	be292763b8c4cb09988023d6081b0a2d57b4c778	186
RefDiff	fabric8	e068eb7f484f24dee285d29b8a910d9019592020	293
RefDiff	drill	c1b847acdc8cb90a1498b236b3bb5c81ca75c044	723
RefDiff	BroadleafCommerce	abba5d83602c7ae23901bd579ba9fbb7dc36adc0	530
RefDiff	xabber-android	faaf826e901f43d1b46105b18e655eb120f3ffef	106
RefDiff	facebook-android-sdk	e813a0be86c87366157a0201e6c61662cadee586	2691
RefDiff	killbill	4b5b74b6467a28fb9b7712f8091e4aa61c2d64b6	268
RefDiff	voltdb	e58c9c3eef4c6e44b21a97cfbd2862bb2eb4627a	291
RefDiff	java-driver	9de5f0d408f861455716b8410fd53f62b360787d	183
RefDiff	intellij-community	8d7a26edd1fedb9505b4f2b4fe57b2d2958b4dd9	387
RefDiff	RedReader	51b8b0e1ad4be1b137d67774eab28dc0ef52cb0a	435
RefDiff	testng	b5cf7a0252c8b0465c4dbd906717f7a12e26e6f8	93
RefDiff	spring-data-jpa	c13f3469e1d64ec97b11f0509e45f9c3fa8ff88a	233
RefDiff	ratpack	2581441eda268c45306423dd4c515514d98a14a0	229
RefDiff	deeplearning4j	d4992887291cc0a7eeda87ad547fa9e1e7fda41c	327
RefDiff	zookeeper	3fd77b419673ce6ec41e06cdc27558b1d8f4ca06	359
RefDiff	AntennaPod	c64217e2b485f3c6b997a55b1ef910c8b72779d3	348
RefDiff	gradle	79c66ceab11dae0b9fd1dade7bb4120028738705	309
RefDiff	gradle	0e7345a9c10863dca9217ad902b825db50fed01f	609
RefDiff	AndroidAsync	1bc7905b07821f840068089343e6b77a8686d1ab	186
RefDiff	hive	102b23b16bf26cbf439009b4b95542490a082710	993
RefDiff	hive	7eb3567e7880511b76b8b65e8eb7d373927f2fb6	258
RefDiff	spring-boot	1e464da2480568014a87dd0bac6febe63a76c889	595
RefDiff	rstudio	229d1b60c03a3f8375451c68a6911660a3993777	343
RefDiff	presto	364f50274d4b4b83d40930c0d2c4d0e57fb34589	1068
RefDiff	Activiti	53036cece662f9c796d2a187b0077059c3d9088a	365
RefDiff	jackson-databind	cfe88fe3fbcc6b02ca55cee7b1f4ab13e249edea	172
RefDiff	jbpm	83cfa21578e63956bca0715eefee2860c3b6d39a	129
RefDiff	jbpm	a739d16d301f0e89ab0b9dfa56b4585bbad6b793	348
RefDiff	cassandra	35668435090eb47cf8c5e704243510b6cee35a7b	1591
RefDiff	gradle	527ac38334000e105daacb2aca25cb345d77c01e	182
RefDiff	WordPress-Android	9dc3cbd59a20f03406f295a4a8f3b8676dbc939e	152
RefDiff	graylog2-server	767171c90110c4c5781e8f6d19ece1fba0d492e9	265
RefDiff	graylog2-server	f05e86c4d31987ff2f30330745c3eb605de4c4dc	125
RefDiff	hive	d69e5cb21c04d9eede314aaa9ad059fc603fb025	507
RefDiff	neo4j	d1a6ae2a16ba1d53b1de02eea8745d67c6a1a005	188
RefDiff	neo4j	8d9bedbf96b14beb027ebc1338bc6d5750e1feb5	3160
RefDiff	cordova-plugin-local-notifications	51f498a96b2fa1822e392027982c20e950535fd1	3382
RefDiff	realm-java	9b5b10a0c254017a48651771029f4dfc0a61bcfa	366
RefDiff	android_frameworks_base	3f2a0e7629d032712ab38ab1431cd0a9d91d4db6	1789
RefDiff	orientdb	0a1ff849ec7709be8553383fe9c2c7301980dde0	327
RefDiff	wire	85a690e3cdbbb8447342eefdf690e22ad1b33e02	513
RefDiff	MPS	fe6653db5fb9f1a25d5ee30e4d5d54ccdaba65fa	249
RefDiff	jboss-eap-quickstarts	983e0e0e22ab5bd2c6ea44235518057ea45dcca9	85
RefDiff	android_frameworks_base	4587c32ab8a1c8e2169e4f93491a8c927216a6ab	83
RefDiff	orientdb	f50f234b24e6ada29c82ce57830118508bf55d51	3719
RefDiff	voltdb	05bd8ecda456e0901ef7375b9ff7b120ae668eca	324
RefDiff	hazelcast	c00275e7f85c8a9af5785f66cc0f75dc027b6cb6	307
RefDiff	wildfly	c0f8a7f2b4341601df63c5470f41f157dbd83781	244
RefDiff	Signal-Android	fa62b9bde224341e0c2d43c0694fc10c4df7336f	267
RefDiff	truth	1768840bf1e69892fd2a23776817f620edfed536	156
RefDiff	truth	200f1577d238a6d3fbcf99cb2a2585b2071214a6	137
RefDiff	gh4a	b8fffb706258db4c4d2f608d8e8dad9312e2230d	244
RefDiff	dmix	885771d57c97bd2dd48951e8aeaaa87ceb87532b	72
RefDiff	spring-data-mongodb	3224fa8ce7e0079d6ad507e17534cdf01f758876	230
RefDiff	guava	5bab9e837cf273250aa26702204f139fdcfd9e7a	149
RefDiff	Aeron	4b762c2c70f06b0c5d2cd85866424c46478c827b	391
RefDiff	spring-data-jpa	36d1b0717bc5836bba39985caadc2df5f2533ac4	308
RefDiff	drill	b2bbd9941be6b132a83d27c0ae02c935e1dec5dd	642
RefDiff	deeplearning4j	3325f5ccd23f8016fa28a24f878b54f1918546ed	102
RefDiff	cucumber-jvm	0e815f3e1339f91960c7c64ab395de6dd8ff9eec	1116
RefDiff	hibernate-orm	44a02e5efc39c6953ca6dd631669d91293ab67f6	662
RefDiff	hibernate-orm	2f1b67b03f6c48aa189d7478e16ed0dcf8d50af8	980
RefDiff	gradle	f394599bf1423be0be2d5822ed7f1271d2841225	73
RefDiff	gradle	36ccb0f5c6771ff4be87a282560c090447520b66	391
RefDiff	gradle	b1fb1192daa1647b0bd525600dd41063765eca70	135
RefDiff	gradle	ba1da95200d080aef6251f13ced0ca67dff282be	154
RefDiff	crate	d5f10a4958f5e870680be906689d92d1efb42480	385
RefDiff	infinispan	35b6c869546a7968b6fd2f640add6eea87e03c22	1313
RefDiff	j2objc	fa3e6fa02dadc675f0d487a15cd842b3ac4a0c11	202
RefDiff	tomahawk-android	56c273ee11296288cb15320c3de781b94a1e8eb4	632
RefDiff	deeplearning4j	91cdfa1ffd937a4cb01cdc0052874ef7831955e2	210
RefDiff	closure-compiler	b9a17665b158955ad28ef7f50cc0a8585460f053	1539
RefDiff	spring-framework	ef0eb01f93d6c485cf37692fd193833a6821272a	160
RefDiff	hive	b8d2140fe4faccadcf1a6343ec8cd0cc58c315f9	111
RefDiff	intellij-community	ce5f9ff96e2718e4014655f819314ac2ac4bd8bf	528
RefDiff	Signal-Android	c4a37e38aba926c2bef27e4fc00e3a4848ce46bd	442
RefDiff	Signal-Android	f0b2cc559026871c1b4d8e008666afb590553004	124
RefDiff	android-demos	5cdabae35f0642e9fe243afe12e4c16b3378a150	140
RefDiff	nutz	de7efe40dad0f4bb900c4fffa80ed377745532b3	110
RefDiff	Conversations	bdc9f9a44f337ab595a3570833dc6a0558df904c	371
RefDiff	bitcoinj	95bfa40630e34f6f369e0055d9f37f49bca60247	190
RefDiff	retrolambda	46b0d84de9c309bca48a99e572e6611693ed5236	182
RefDiff	reactor	669b96c8aa4ed5134617932118de563bd4c34066	471
RefDiff	checkstyle	a07cae0aca9f9072256b3a5fd05779e8d69b9748	125
RefDiff	cassandra	f283ed29814403bde6350a2598cdd6e2c8b983d5	421
RefDiff	MPS	7b5622d41537315710b6fd57b2739a3a64698375	238
RefDiff	crate	563d281b61e9f8748858e911eaa810e981f1e953	616
RefDiff	alluxio	b0938501f1014cf663e33b44ed5bb9b24d19a358	124
RefDiff	gwt	e0dda9f61b7c409944c4734edf75b108e0288f59	115
RefDiff	cas	7fb0d1ce3b6583013e81ac05eb9afb15d20eab7f	110
RefDiff	facebook-android-sdk	19d1936c3b07d97d88646aeae30de747715e3248	1584
RefDiff	hive	f664789737d516ac664462732664121acc111a1e	148
RefDiff	Singularity	944aea445051891280a8ab7fbbd514c19646f1ab	268
RefDiff	android_frameworks_base	910397f2390d6821a006991ed6035c76cbc74897	2186
RefDiff	intellij-community	e1625136ba12907696ef4c6e922ce073293f3a2c	163
RefDiff	openhab1-addons	cf1efb6d27a4037cdbe5a780afa6053859a60d4a	139
RefDiff	hazelcast	69dd55c93fc99c5f7a1e2c21f10e671e311be49e	654
RefDiff	auto	8967e7c33c59e1336e1e3b4671293ced5697fca6	246
RefDiff	auto	8fc60d81fe0e46e7e5c96e71d4a93fcadc6bde4f	110
RefDiff	helios	da39bfeb9c370abe2d86e6e327fade252434090d	101
RefDiff	Conversations	925801c14e7500313069b2bc04abd066798a881c	154
RefDiff	thymeleaf	378ba37750a9cb1b19a6db434dfa59308f721ea6	89
RefDiff	thymeleaf	aed371dac5e1248880e869930c636994c3d0f8dc	115
RefDiff	netty	8a16081a9322b4a4062baaf32edc6b6b8b4afa88	224
RefDiff	alluxio	9aeefcd8120bb3b89cdb437d8c32d2ed84b8a825	72
RefDiff	camel	cb0935e3af05b333b5c85a4fb3b1846836218f11	113
RefDiff	camel	9f319029ecc031cf8bf1756ab8a0e9e4e52c2902	441
RefDiff	android_frameworks_base	76331570e68446c17e4ff5287f5b7b2b6b472895	264
RefDiff	hazelcast	679d38d4316c16ccba4982d7f3ba13c147a451cb	248
RefDiff	RedReader	2b2bb6c734d106cdd1c0f4691607be2fe11d7ebb	862
RefDiff	helios	dd8753cfb0f67db4dde6c5254e2df3104b635dae	249
RefDiff	schematic	c1a9dd63aca8bf488f9a671aa6281538540397f8	258
RefDiff	PocketHub	a7401e5091c06c68fae499ea1972b40143c66fa9	108
RefDiff	cgeo	7e7e4f54801af4e49ebddb934d0c6ff33a2c2160	338
RefDiff	deeplearning4j	3d080545362794ac5ab63a6cf1bdfb523a0d92a5	89
RefDiff	javapoet	5a37c2aa596377cb4c9b6f916614407fd0a7d3db	173
RefDiff	checkstyle	febbc986cb25ed460ea601c0a68c7d2597f89ee4	173
RefDiff	alluxio	5b184ac783784c1ca4baf1437888c79bd9460763	89
